ID,Fraud,Title,Description,Architectural Style,Property Types,Interior/Exterior,Feature
b510,AI,Victorian Queen Anne House with Tower,"This grand Victorian Queen Anne house boasts a prominent tower, intricate wood detailing, and a wraparound porch with stained glass windows, creating a striking facade against the lush green lawn.",,,,
b511,AI,Tudor-Style Mansion with Stone and Timber Facade,"A grand Tudor-style mansion features a striking facade of stone and timber, accented by a steeply pitched slate roof, and boasts large, mullioned windows with dark wood frames.",,,,
b512,AI,Prairie-Style Brick House with Dormers,"This Prairie-style house features a red brick facade, a hipped roof with dark shingles, and prominent dormers with large windows, showcasing the clean lines and open floor plan characteristic of this architectural style.",,,,
b513,AI,Victorian-style House with Brown Wood Siding,"A two-story Victorian-style house features brown wood siding, a green gabled roof, white trim, and large bay windows with intricate detailing.",,,,
b514,AI,Modern A-Frame House with Wood Accents,"A modern A-frame house with a dark gray facade features a stone exterior, wood accents, a pitched roof, large windows, and a spacious deck overlooking a field of wildflowers.",,,,
b515,AI,Victorian Brick Mansion with Copper Roof and Bay Window,"A three-story Victorian brick mansion features a prominent bay window, a copper-clad conical roof adorned with a weathervane, and dark wood accents framing the windows.",,,,
b516,AI,Black Contemporary House,"A two-story house featuring a contemporary architectural style with dark wood siding, large windows, and a steeply pitched gable roof with asphalt shingles; the facade includes stone accents around the foundation and pillars, complemented by warm exterior lighting that highlights its design against the forest backdrop.",,,,
b517,AI,Blue and Gold Victorian-style House,"This image showcases a Victorian-style house with a vibrant blue facade, accented by golden-hued woodwork, featuring intricate trim details and multiple stained glass windows, complemented by a steeply pitched dark shingle roof and a cozy front porch.",,,,
b518,AI,VIctorian-style House with Porch,"A two-story Victorian-style home featuring a warm redwood facade, ornate gables with decorative trim, a steeply pitched asphalt shingle roof, large bay windows on the ground floor, and contrasting dark window frames.",,,,
b519,AI,Modern Farmhouse with Black Facade and Stone Accents,"A contemporary farmhouse features a sleek black exterior, contrasting stone accents, a black metal roof, and large black-framed windows overlooking a manicured lawn.",,,,
b520,AI,Colonial Revival Mansion with Brick Exterior and Black Shutters,"A grand Colonial Revival mansion with a brick exterior, black shutters, a symmetrical facade, a pitched roof, and white trim features a central portico with columns and a double-door entrance.",,,,
b521,AI,Modern Two-Story Home with Dark Grey Wooden Facade,"A contemporary two-story home featuring a dark grey, possibly wooden facade with contrasting white trim around the elongated windows, a steeply pitched black roof, and an attached garage.",,,,
b522,AI,Gothic Revival Mansion with Tower and Dark Accents,"A grand Gothic Revival mansion boasts a red brick facade, a towering turret, a dark, steeply pitched roof, and intricate black trim around the windows and porch.",,,,
b523,AI,Craftsman-Style Bungalow with Shingle Siding and Brick Accents,"A Craftsman-style bungalow with brown shingle siding, brick accents, a gabled roof, a front porch with stone columns, and large windows featuring a bay window and a dormer.",,,,
b524,AI,Contemporary Home with Mixed Material Facade and Steeply Pitched Gable Roof,"A contemporary architectural style home featuring a dark grey facade with mixed materials, including wood paneling and large glass windows, complemented by a steeply pitched gable roof with dark shingles, set against a backdrop of tall green trees.",,,,
b525,AI,Modern Cabin with Black Facade and Stone Accents,"A contemporary cabin features a dark blue exterior, contrasting stone accents, a black metal roof, and large black-framed windows overlooking a serene forest setting.",,,,
b526,AI,Tudor Revival House with Stone and Wood Exterior,"A Tudor Revival house with a stone and wood exterior, a steeply pitched roof with half-timbering accents, a front porch with a stone stoop, and large windows with mullions.",,,,
b527,AI,Modern Two-Story Home with Dark Wood and Stone Facade and Floor-to-Ceiling Windows,"A two-story modern architectural style home with a flat roof, featuring a dark facade composed of what appears to be a combination of wood and stone materials, large floor-to-ceiling windows, and an attached garage with similar exterior aesthetics.",,,,
b528,AI,Queen Anne Victorian House with Blue Facade and Copper Roof,"A three-story Queen Anne Victorian house features a striking blue exterior, a copper-clad conical roof, intricate wood detailing, and a bay window with a balcony.",,,,
b529,AI,Modern Farmhouse with Black Facade and Stone Accents,"A modern farmhouse with a black facade features a pitched roof, large windows with black frames, a stone accent wall, and warm lighting illuminating the front porch and entrance.",,,,
b530,AI,Two-Story Modern Home with Dark Gray Stone and Wood Facade,"a two-story modern architectural style home featuring a dark gray stone and wood facade, large windows with black frames, a flat black roof, and an illuminated entryway.",,,,
b531,AI,Modern Farmhouse with Black Facade and Wood Accents,"A contemporary farmhouse features a sleek black exterior, contrasting wood accents, a black metal roof, and large black-framed windows overlooking a manicured lawn.",,,,
b532,AI,Victorian Stick Style House with Red Facade and Green Trim,"A Victorian Stick Style house with a red facade, green trim, a steeply pitched roof with decorative brackets, a bay window, and intricate porch details.",,,,
b533,AI,Two-Story A-Frame House with Deep Blue Siding and Wood Accents,"A two-story A-frame house with a deep blue vertical siding exterior, accented by natural wood trim and a warm, welcoming front entrance, complemented by large windows and a dark grey shingled roof.",,,,
b534,AI,Modern Cubist House with Tan Facade and Large Windows,"A contemporary cubist house features a tan stucco facade, large rectangular windows, and a flat roof, creating a minimalist and geometric aesthetic.",,,,
b535,AI,Modern Contemporary House with Wood and Concrete Exterior,"A modern contemporary house with a gray concrete facade features wood accents, a flat roof, large windows with black frames, and a balcony overlooking a landscaped yard.",,,,
b536,AI,Contemporary Residence with Warm Wood and Natural Stone Facade,"A contemporary two-story residence featuring a warm wood facade, expansive glass windows, a flat grey roof, and accents of natural stone at the base, harmoniously blending modern design with natural materials.",,,,
b537,AI,Modern Prairie House with Wood and Concrete Facade,"A contemporary Prairie-style house features a combination of wood siding and dark concrete walls, a flat roof with a slight overhang, and large windows offering ample natural light.",,,,
b538,AI,Craftsman Bungalow with Orange Facade and Stone Steps,"A Craftsman Bungalow with an orange facade features a gabled roof, a front porch with stone columns and steps, large windows with black frames, and a manicured lawn.",,,,
b539,AI,Contemporary Home with Beige Stucco and Wood Accents,"A contemporary home featuring a beige stucco facade, expansive glass windows, rich wooden accents, a flat roof with overhanging eaves, and an inviting balcony that overlooks a manicured lawn.",,,,
b540,AI,Modern Contemporary House with Wood Facade and Sloped Roof,"A contemporary house features a modern design with a wood-clad facade, a sloped roof with large windows, and a double-car garage.",,,,
b541,AI,Modern Contemporary House with Wood and Concrete Exterior,"A modern contemporary house with a gray concrete facade features wood accents, a sloped roof, large windows with black frames, and a balcony overlooking a landscaped yard.",,,,
b542,AI,Geometric Contemporary Marvel with Glass Windows and Exposed Concrete in a Green Landscape,"A contemporary architectural marvel featuring a geometric facade with large glass windows, complemented by exposed concrete and warm interior lighting, all harmoniously integrated into a lush green landscape.",,,,
b543,AI,Modern Minimalist House with White Facade and Stone Base,"A modern minimalist house features a clean white facade, a stone base, a flat roof, and large sliding glass doors leading to a patio overlooking a wooded landscape.",,,,
b544,AI,Modern Minimalist House with Wood Exterior,"A modern minimalist house with a wood exterior, a flat roof, large windows with black frames, a second-story balcony, and a sliding glass door leading to a patio.",,,,
b545,AI,Contemporary Home with Concrete and Wood Panels,"A contemporary architectural style with a facade combining exposed concrete and warm wood panels, large glass windows, and a flat roof, set against a lush green landscape.",,,,
b546,AI,Modern Contemporary House with Wood Facade and Sloped Roof,"A contemporary house features a modern design with a wood-clad facade, a sloped roof with large windows, and a double-car garage.",,,,
b547,AI,Brick Two-Story House with Balcony and Fenced Yard,"A two-story brick house with a tiled roof, a balcony on the second floor, large windows with white frames, a front porch, and a fenced yard with a gate.",,,,
b548,AI,Grand Tudor-Style Residence with Stone and Half-Timbered Woodwork,"A grand Tudor-style residence, featuring a facade of warm beige stone and half-timbered woodwork, complemented by a steeply pitched dark brown roof with multiple gables, symmetrical cream-colored windows with lattice detailing, and an arched main entrance that adds to its stately charm.",,,,
b549,AI,Tudor Revival Mansion with Stone Facade and Timber Accents,"A grand Tudor Revival mansion features a stone facade, timber half-timbering, a steeply pitched roof with decorative detailing, and large, mullioned windows.",,,,
b550,AI,Tudor Revival House with Brick and Wood Exterior,"A Tudor Revival house with a brick and wood exterior, a steeply pitched roof with half-timbering accents, a front porch with stone columns, and large windows with mullions.",,,,
b551,AI,Classic English Manor with Dark Gabled Roof and White-Trimed Bay Windows Amidst Lush Greenery,"a two-story brick manor featuring a dark gabled roof, white-trimmed bay windows, and a prominent chimney, set against a backdrop of lush greenery, embodying classic English residential architecture.",,,,
b552,AI,Tudor Revival Mansion with Brick Facade and Timber Accents,"A grand Tudor Revival mansion features a red brick facade, timber half-timbering, a steeply pitched roof with decorative detailing, and large, mullioned windows.",,,,
b553,AI,Tudor Revival Mansion with Stone and Wood Exterior,"A grand Tudor Revival mansion with a stone and wood exterior, a steeply pitched roof with half-timbering accents, multiple chimneys, and ornate detailing throughout the facade.",,,,
b554,AI,"Curvilinear Contemporary Residence with Wood and Concrete Fusion, Adorned with Greenery","A contemporary residence featuring a flowing architectural style with curved lines, an exterior combining wood and concrete materials, a facade adorned with wooden slats, expansive glass windows, and a flat roof topped with greenery",,,,
b555,AI,Modern Tropical House with Concrete and Bamboo Facade,"A contemporary tropical house features a concrete structure with a facade of vertical bamboo slats, a flat roof, large sliding glass doors, and a swimming pool surrounded by lush greenery.",,,,
b556,AI,Tropical Bungalow with Thatched Roof and Wood Exterior,"A tropical bungalow with a thatched roof, a wood exterior, large sliding glass doors, and a swimming pool overlooking lush greenery.",,,,
b557,AI,Nature-Inspired Contemporary Home with Expansive Glass and Exposed Beams,"A contemporary architectural style with an emphasis on natural materials, featuring a facade with large glass windows, wooden exterior walls and detailing, a sloping gable roof with exposed beams",,,,
b558,AI,Modern Tropical House with Pink Accent and Glass Walls,"A contemporary tropical house features a modern design with a wood-clad upper level, a pink accent wall on the ground floor, large glass walls, and a swimming pool surrounded by lush greenery.",,,,
b559,AI,Tropical Beach Bungalow with Thatched Roof and Wood Exterior,"A tropical beach bungalow with a thatched roof, a wood exterior, large sliding glass doors, and a spacious outdoor living area with a hanging lamp and potted plants.",,,,
b560,AI,Modern Tropical Villa with Bamboo Roof,"A contemporary two-story villa showcases a harmonious blend of natural materials, featuring a pitched bamboo roof, expansive glass windows, and a warm wood facade, creating a serene and inviting atmosphere.",,,,
b561,AI,Futuristic Treehouse with Circular Design and Glass Walls,"A futuristic treehouse features a circular design with a white exterior, large glass windows offering panoramic views, and wooden accents on the balconies and interior.",,,,
b562,AI,Modern Tropical Villa with Wood Exterior and Pitched Roof,"A modern tropical villa with a wood exterior, a pitched roof, large windows with sliding doors, a balcony, and a swimming pool surrounded by lush greenery.",,,,
b563,AI,Sleek Modern Residence with Open Terraces,"A two-story residential structure featuring a contemporary interpretation of traditional architecture with a sloping gable roof, an exterior combining wood and stone materials, large glass windows, and an open balcony",,,,
b564,AI,Victorian Brick House with Green Trim and Gable Roof,"A three-story Victorian brick house features a gable roof with green trim, a front porch with wooden columns, and symmetrical placement of windows.",,,,
b565,AI,Queen Anne Victorian House with Orange Facade and Green Trim,"A Queen Anne Victorian house with an orange facade, green trim, a steeply pitched roof with a tower, a wrap-around porch with decorative brackets, and large windows with bay windows and dormers.",,,,
b566,AI,Elegant Two-Story Victorian Home with Complex Roof and Ornate Details,"A two-story Victorian-style house with a complex roof structure, featuring gabled and hipped sections covered in dark shingles; the facade combines red brick and beige wood siding, accented by ornate wood trimmings and bay windows with white frames.",,,,
b567,AI,Victorian Brick House with Mansard Roof and Porch,"A three-story Victorian brick house features a mansard roof, a front porch with wooden columns, and large, arched windows on the second floor.",,,,
b568,AI,talianate Brick House with Green Trim and Steeply Pitched Roof,"An Italianate brick house with a steeply pitched roof, green trim, a front porch with ornate railings, and large windows with double-hung sashes.",,,,
b569,AI,Two-Story American Home with Gabled Roof and Welcoming Porch,"A two-story American home featuring a gabled roof with asphalt shingles, beige horizontal siding, a prominent front porch with wooden railings and stone steps, red entry door, and symmetrical double-hung windows.",,,,
b570,AI,Victorian Wood House with Red Facade and Gable Roof,"A three-story Victorian wood house features a red facade, a gable roof with dark trim, a front porch with wooden columns, and large, arched windows on the second floor.",,,,
b571,AI,Victorian Two-Story House with Red Facade and Blue Trim,"A Victorian two-story house with a red facade, blue trim, a gabled roof, a front porch with columns, and large windows with double-hung sashes.",,,,
b572,AI,Victorian House with Pastel Green Facade and Elegant Trim,"A Victorian-style house featuring a pastel green wood facade, ornate brown trim, a steeply pitched gable roof with asphalt shingles, symmetrical bay windows on the first floor, and a central double door entrance.",,,,
b573,AI,Historic Victorian House with Striking Gabled Roof and Rich Wood Accents,"A two-story Victorian-style house with a prominent gabled roof, featuring red and brown wood paneling on the facade, white trim around the windows and doors, a steeply pitched shingle roof in grey tones, bay windows on the first floor, and arched upper windows that add to its historic charm.",,,,
b574,AI,Victorian House with Brick and Wood Exterior,"A Victorian house with a brick and wood exterior, a gabled roof, boarded-up windows, and a damaged front porch.",,,,
b575,AI,Victorian Home with Conical Turret and Elegant Brick Facade,"A two-story Victorian-style home with a red brick and wood facade, featuring a prominent conical roofed turret, gabled roofs with grey shingles, ornate white-trimmed windows, and an inviting front porch.",,,,
b576,AI,Victorian Brick House with Green Trim and Gable Roof,"A three-story Victorian brick house features a gable roof with green trim, a front porch with white railings, and symmetrical placement of windows.",,,,
b577,AI,Victorian Two-Story House with Red Facade and White Trim,"A Victorian two-story house with a red facade, white trim, a gabled roof, a front porch with columns and railings, and large windows with double-hung sashes.",,,,
b578,AI,Three-Story Victorian Brownstone with Bay Windows and Arched Details,"A three-story Victorian brownstone featuring a warm brown facade, ornate wood trimmings, a pitched roof with shingles, bay windows on the first two levels, and arched windows on the top floor.",,,,
b579,AI,Victorian Stick Style House with Tower and Green Accents,"A three-story Victorian stick style house features a brick facade with intricate wood detailing, a conical roof, a prominent tower, and green accents around the windows and porch.",,,,
b580,AI,Queen Anne Victorian House with Red Facade and White Trim,"A Queen Anne Victorian house with a red facade, white trim, a steeply pitched roof with a tower, a wrap-around porch with decorative brackets, and large windows with bay windows and dormers.",,,,
b581,AI,Two-Story Traditional Home with Red Brick Exterior and Gabled Roof,"A two-story residential building showcasing a traditional architectural style with red brick exterior, a gabled roof with asphalt shingles, white-framed double-hung windows, and a covered front porch.",,,,
b582,AI,Elegant Victorian Home with Distinctive Turret and Red Brick Facade,"A Victorian-style home featuring a red brick and wood facade, complemented by a steeply pitched roof with patterned shingles, ornate gables, bay windows, and a distinctive turret capped with a conical roof.",,,,
b583,AI,Modern Container Home with Vibrant Orange Exterior,"A small, modern container home with a vibrant orange corrugated metal exterior, large glass windows, and a flat roof.",,,,
b584,AI,Modern Container Home with Blue Facade and Wood Accents,"A modern home constructed from shipping containers features a blue exterior, wood accents, a flat roof, and large sliding glass windows overlooking a lush green lawn and swimming pool.",,,,
b585,AI,Modern Container Home with Black Facade and Glass Walls,"A modern home built from stacked shipping containers features a black exterior, large glass walls, a flat roof, and a wooden deck overlooking a lush green lawn.",,,,
b586,AI,Modern Container Home with Red Facade and Glass Walls,"A modern home built from stacked shipping containers features a red exterior, large glass walls, a flat roof, and a wooden deck overlooking a lush green lawn.",,,,
b587,AI,Modern Container Home with Red Facade and Wooden Deck,"A modern home built from stacked shipping containers features a red exterior, a wooden deck, a flat roof, and large sliding glass doors overlooking a lush green field.",,,,
b588,AI,Two-Story Container Home with Orange Facade and Balcony,"A two-story modern home built from stacked shipping containers features an orange exterior, a balcony on the second floor, a flat roof, and large sliding glass doors opening onto a pool deck.",,,,
b589,AI,Two-Story Container Home with Red Facade and Balcony,"A two-story modern home built from stacked shipping containers features a red exterior, a balcony on the second floor, a flat roof, and large sliding glass doors opening onto a pool deck.",,,,
b590,AI,Two-Story Container Home with Orange Facade and Rooftop Deck,"A two-story modern home built from stacked shipping containers features an orange exterior, a rooftop deck with a wooden pergola, a flat roof, and large sliding glass doors opening onto a pool deck.",,,,
b591,AI,Modern Container Home with Orange Facade and Skylight,"A modern home built from a single shipping container features an orange exterior, a skylight, a flat roof, and large sliding glass doors opening onto a wooden deck.",,,,
b592,AI,Two-Story Container Home with Blue Facade and Wooden Deck,"A two-story modern home built from stacked shipping containers features a blue exterior, a wooden deck, a flat roof, and large glass windows offering views of the surrounding greenery.",,,,
b593,AI,Two-Story Container Home with Yellow Facade and Balcony,"A two-story modern home built from stacked shipping containers features a yellow exterior, a second-floor balcony with a grill, a flat roof, and large sliding glass doors opening onto a patio.",,,,
b594,AI,Two-Story Container Home with Black Facade and Balcony,"A two-story modern home built from stacked shipping containers features a black exterior, a wooden balcony on the second floor, a flat roof, and large sliding glass doors opening onto a patio.",,,,
b595,AI,Modern Container Home with Blue Facade and Pool,"A modern home built from stacked shipping containers features a blue exterior, a flat roof, large sliding glass windows, and a pool deck overlooking a lush green lawn.",,,,
b596,AI,Three-Story Container Home with Blue Facade and Balconies,"A three-story modern home built from stacked shipping containers features a blue exterior, multiple balconies, a flat roof, and large sliding glass doors opening onto a wooden deck.",,,,
b597,AI,Two-Story Container Home with Orange Facade and Rooftop Garden,"A two-story modern home built from stacked shipping containers features an orange exterior, a rooftop garden with a wooden deck, a flat roof, and large sliding glass doors opening onto a patio.",,,,
b598,AI,Two-Story Container Home with Blue Facade and Pool,"A two-story modern home built from stacked shipping containers features a blue exterior, a flat roof, large sliding glass windows, and a pool deck overlooking a lush green lawn.",,,,
b599,AI,Two-Story Container Home with Blue Facade and Wooden Deck,"A two-story modern home built from stacked shipping containers features a blue exterior, a wooden deck, a flat roof, and large sliding glass doors opening onto a patio.",,,,
b600,AI,Two-Story Container Home with Black Facade and Balcony,"A two-story modern home built from stacked shipping containers features a black exterior, a wooden balcony on the second floor, a flat roof, and large sliding glass doors opening onto a patio.",,,,
b601,AI,Modern Shipping Container Home with Blue Facade and Wood Accents,"A sleek, contemporary home crafted from a shipping container features a striking blue exterior, contrasting wood accents, a flat roof, and large sliding glass doors that open onto a wooden deck overlooking a pool.",,,,
b602,AI,Multi-Level Shipping Container Home with Blue and Yellow Facade,"A modern, two-story home constructed from stacked shipping containers showcases a striking combination of blue and yellow exterior, a flat roof, large sliding glass doors, and a wooden deck overlooking a lush green space.",,,,
b603,AI,Organic Modern Villa with Curved Walls and Yellow Facade,"A contemporary villa with a curved, organic design features a warm yellow facade, large floor-to-ceiling windows, a flat roof, and a wooden deck overlooking a lush green lawn.",,,,
b604,AI,Circular Coastal Home with Glass Skylight and Black Exterior,"A modern, circular home nestled in sand dunes features a black exterior, a glass skylight, large sliding glass doors, and a wraparound terrace overlooking a scenic beach.",,,,
b605,AI,Circular Coastal Home with Wood and Concrete Exterior,"A modern, circular home nestled in sand dunes features a combination of wood and concrete exterior, a curved roof with a central skylight, large glass windows, and a wraparound terrace overlooking a scenic beach.",,,,
b606,AI,Organic Modern Home with Curved Wooden Roof,"A contemporary home with a distinctive curved wooden roof features large glass windows, a warm wood facade, and a spacious outdoor deck overlooking a lush green lawn.",,,,
b607,AI,Octagonal House with Curved Windows and Blue Facade,"A modern, octagonal house features a dark blue facade, a conical roof, large curved windows offering panoramic views, and a spacious wooden deck overlooking a lush green lawn.",,,,
b608,AI,Curved Coastal Home with Wooden Exterior and Glass Walls,"A modern, curved home nestled in sand dunes features a wooden exterior, large floor-to-ceiling glass windows, a flat roof, and a wraparound balcony overlooking a scenic beach.",,,,
b609,AI,Organic Modern Home with Curved Wooden Facade,"A contemporary home with a distinctive curved wooden exterior features large glass windows, a warm wood facade, and a spacious outdoor deck overlooking a lush green lawn.",,,,
b610,AI,Futuristic Modern Villa with Glass Facade and Curved Design,"A sleek, futuristic villa showcases a curved, organic design, a glass-dominated facade, a flat roof, and a swimming pool nestled amidst lush greenery.",,,,
b611,AI,Futuristic Modern Villa with White Facade and Curved Design,"A sleek, futuristic villa showcases a curved, organic design, a white facade, a flat roof, large glass windows, and a sleek electric car parked in the driveway.",,,,
b612,AI,Organic Modern Villa with White Facade and Curved Design,"A contemporary villa showcases a curved, organic design, a white facade, a flat roof, large glass windows, and a swimming pool nestled amidst lush greenery.",,,,
b613,AI,Modern Concrete House with Irregular Shape and Forest Setting,"A contemporary, geometric house with a gray concrete facade, a flat roof, and large windows features an irregular shape and is nestled amidst a dense forest.",,,,
b614,AI,Futuristic Mountaintop Villa with White Concrete Exterior,"A sleek, futuristic villa with a white concrete exterior, a curved, organic design, a flat roof, large glass windows, and a skylight offers panoramic views of a breathtaking mountain landscape.",,,,
b615,AI,Futuristic Modern Villa with Organic Curves and Glass Facade,"A sleek, futuristic villa showcases a curved, organic design, a glass-dominated facade, a flat roof, and a wraparound terrace overlooking a lush green landscape.",,,,
b616,AI,Futuristic Metallic Villa with Organic Curves and Glass Facade,"A sleek, futuristic villa showcases a curved, organic design, a metallic exterior, a flat roof, large glass windows, and a wraparound terrace overlooking a lush green landscape.",,,,
b617,AI,Futuristic Modern Villa with Curved White Facade,"A sleek, futuristic villa showcases a curved, organic design, a white facade, a flat roof, large glass windows, and a swimming pool nestled amidst lush greenery.",,,,
b618,AI,Futuristic Concrete House with Blue Facade and Glass Windows,"A sleek, futuristic house features a concrete exterior with a blue facade, a flat roof, large glass windows, and a modern car parked in the driveway.",,,,
b619,AI,Futuristic Beachfront Villa with White Organic Design,"A sleek, futuristic villa with a white, organic design, a curved roof, large glass windows, and a wraparound terrace overlooks a pristine beach.",,,,
b620,AI,Futuristic Coastal Villa with White Facade and Organic Curves,"A sleek, futuristic villa with a white facade, a curved, organic design, a flat roof, large glass windows, and a wraparound terrace overlooks a sandy beach.",,,,
b621,AI,Futuristic Spaceport with White Curved Design,"A futuristic, spaceship hangar nestled in a mountainous landscape features a white, curved exterior, a large, open-air entrance, and surrounding docking bays for futuristic vehicles.",,,,
b622,AI,Organic Modern Observation Deck with Concrete Exterior,"A futuristic, organic observation deck with a concrete exterior, a curved roof, large glass windows, and a cantilevered terrace offers panoramic views of a breathtaking mountain landscape.",,,,
b623,AI,Futuristic Modern Villa with Organic Curves and White Facade,"A sleek, futuristic villa showcases a curved, organic design, a white facade, a flat roof, large glass windows, and a double-level garage housing two electric cars.",,,,
b624,AI,Modern Cabin with Angled Wooden Roof and Glass Walls,"A contemporary cabin nestled in a wooded area features a striking angled wooden roof, large floor-to-ceiling glass windows, and a concrete base, offering a seamless connection to the surrounding nature.",,,,
b625,AI,Modern Wood-Clad House with Curved Roof and Glass Walls,"A contemporary home nestled in a forested area features a curved wooden roof, large glass windows, a wooden facade, and a spacious outdoor terrace overlooking lush greenery.",,,,
b626,AI,Contemporary Minimalist Home with Wood Accents,"A modern home with a flat roof features a clean white facade, complemented by warm wood accents and large windows that offer ample natural light.",,,,
b627,AI,Modern Geometric Home with Wood and Metal Accents,"A contemporary home with a geometric fa‡ade features a dark metal exterior, complemented by warm wood accents, large glass windows, and a cantilevered upper level.",,,,
b628,AI,Modern Tiny House with Wood Exterior,"A contemporary tiny home features a wood exterior, a flat roof, large glass windows, and a balcony overlooking the surrounding greenery.",,,,
b629,AI,Modern Minimalist Home with Metal Cladding,"A contemporary home with a dark metal exterior features large sliding glass doors, a flat roof, and a wooden deck overlooking a serene natural setting.",,,,
b630,AI,Contemporary Modern Home with Copper Facade,"A sleek modern home features a copper-clad exterior, large glass windows, and a flat roof, creating a striking contrast against the surrounding landscape.",,,,
b631,AI,Modern Bamboo House with Sloped Roof,"A contemporary home built primarily with bamboo features a sloped roof, large glass windows, and a raised platform overlooking a lush forest setting.",,,,
b632,AI,Modern Tropical House with Wood Facade,"A contemporary tropical home features a wood exterior, a sloped roof, large sliding glass doors, and a stone driveway, blending seamlessly with the lush surrounding landscape.",,,,
b633,AI,Modern Contemporary Home with Wood and Metal Facade,"A contemporary home with a unique curved shape features a combination of wood and metal cladding, large glass windows, and a flat roof, creating a striking contrast against the surrounding greenery.",,,,
b634,AI,Modern Rustic Home with Stone and Wood Accents,"A contemporary home with a rustic exterior features a combination of stone and wood cladding, a sloped roof, large glass windows, and a balcony overlooking a serene natural setting.",,,,
b635,AI,Modern Geometric Home with Wood and Glass,"A contemporary home with a geometric fa‡ade features a wood-clad roof, large glass windows, and a warm beige exterior, creating a harmonious blend of natural materials and modern design.",,,,
b636,AI,Contemporary Modern Home with Wood Accents,"A sleek modern home features a gray facade, complemented by warm wood accents, a flat roof, and large sliding glass doors that offer ample natural light.",,,,
b637,AI,Modern Geometric Home with Wood and Glass,"A contemporary home with a geometric fa‡ade features a wood-clad exterior, large glass windows, and a cantilevered upper level, seamlessly blending into the surrounding forest.",,,,
b638,AI,Modern Minimalist Home with Wood and Glass,"A contemporary home with a minimalist design features a wood-clad roof, large glass walls, and a raised concrete platform, creating a serene and open-plan living space.",,,,
b639,AI,Modern Jungle Retreat with Wood Exterior,"A contemporary home nestled in the jungle features a wood exterior, a sloped roof, large glass windows, and a balcony overlooking the lush rainforest.",,,,
b640,AI,Modern Geometric Home with Wood and Metal Accents,"A contemporary home with a geometric fa‡ade features a dark metal exterior, complemented by warm wood accents, large glass windows, and a cantilevered upper level.",,,,
b641,AI,Modern Treehouse with Wood and Glass,"A contemporary treehouse features a wood exterior, a sloped roof, large glass windows, and a cantilevered design, seamlessly blending into the surrounding forest.",,,,
b642,AI,Spanish Colonial-Inspired Home with Arched Windows,"A traditional Spanish colonial-style home features a white stucco facade, arched windows with ornate detailing, a terracotta roof, and a wrought-iron balcony.",,,,
b643,AI,Modern Farmhouse with Wood and Glass,"A contemporary farmhouse with a wood-clad exterior features a pitched roof, large glass windows, and a wraparound deck overlooking a serene natural setting.",,,,
b644,AI,Victorian Mansion with Red Brick Facade,"A historic Victorian mansion features a red brick facade, a steeply pitched roof, ornate detailing, and large bay windows, exuding classic elegance.",,,,
b645,AI,Modern Farmhouse with Blue Facade,"A contemporary farmhouse with a blue exterior features a wood-clad porch, large glass windows, and a pitched roof, creating a welcoming and inviting atmosphere.",,,,
b646,AI,Victorian Farmhouse with Teal Facade,"A historic Victorian farmhouse features a teal-colored facade, a steeply pitched roof, white trim, and large bay windows, exuding classic elegance.",,,,
b647,AI,Colorful Victorian Townhouse with Orange Facade,"A historic Victorian townhouse features a vibrant orange facade, contrasting with a neighboring yellow building, and features black-framed windows and a blue front door.",,,,
b648,AI,Victorian Mansion with Blue Facade and Gold Accents,"A historic Victorian mansion features a deep blue facade, complemented by gold accents, a steeply pitched roof, and large bay windows, exuding classic elegance.",,,,
b649,AI,Victorian Cottage with Orange Facade and Green Trim,"A charming Victorian cottage features a vibrant orange facade, green trim, a gabled roof, and a large front porch with ornate railings.",,,,
b650,AI,Victorian Mansion with Red Brick Facade and Blue Roof,"A historic Victorian mansion features a red brick facade, a steeply pitched blue roof, ornate detailing, and large bay windows, exuding classic elegance.",,,,
b651,AI,Colorful Modern House,"A vibrant modern home with a flat roof features a colorful facade, large windows, and a concrete patio, surrounded by lush greenery and bathed in warm sunlight.",,,,
b652,AI,Victorian Farmhouse with Red Brick Facade,"A historic Victorian farmhouse features a red brick facade, a steeply pitched roof, ornate detailing, and large bay windows, exuding classic elegance.",,,,
b653,AI,Tudor Revival Home with Teal Facade,"A classic Tudor Revival home features a teal-colored stucco facade, a steeply pitched roof with dark shingles, and large mullioned windows with wood trim.",,,,
b654,AI,Colorful Georgian Townhouse with Blue Facade,"A charming Georgian townhouse features a vibrant blue facade, a red front door, a slate roof, and white-framed windows, creating a picturesque scene.",,,,
b655,AI,Classic Colonial House with Red Facade,"A traditional colonial-style house features a red wood siding, white trim, a gabled roof, and a blue front door, creating a classic New England aesthetic.",,,,
b656,AI,Victorian Townhouse with Red Brick Facade,"A historic Victorian townhouse features a red brick facade, a steeply pitched roof, ornate detailing, and large bay windows with dark green trim, exuding classic elegance.",,,,
b657,AI,Mid-Century Modern Ranch House with Red Tile Roof,"A classic mid-century modern ranch house features a red tile roof, brick exterior, large windows, and a carport, showcasing a popular suburban home style from the era.",,,,
b658,AI,Colonial Revival Home with White Facade,"A classic Colonial Revival home features a white facade, a black shingle roof, a prominent portico with Doric columns, and symmetrical placement of windows.",,,,
b659,AI,Modern Brick House with Red Tile Roof,"A contemporary brick home features a red tile roof, large windows, and a well-manicured lawn, showcasing a modern Australian suburban design.",,,,
